date; place; k=kämpfend, f=fliehend, v=verwundet, ?=erfunden (implizit oz), u=Urlaub, o=Ort geraten, z=Zeit geraten, t=Transport oder Training, g=gefangen
25.11.1943; Majenskaja-Ssloboda; ?
29.11.1943; Majenskaja-Ssloboda
